time,flux,flux_err
56240.48865780001,-19.09314546272566,nan
56240.5090903,-18.951284515046225,nan
56240.52952300001,-15.749527177035167,nan
56240.5499556,-14.010888335841397,nan
56240.5703881,-11.584498750170173,nan
56240.5908209,-11.344021850349526,nan
56240.6112535,-7.567992538837482,nan
56240.6316861,-5.777942668833519,nan
56240.65211869999,-1.397775645291079,nan
56240.6725513,2.37382485437791,nan
56240.692984,9.859741039341724,nan
56240.7134165,14.412613053769853,nan
56240.7338491,19.015183721463753,nan
56240.75428180001,23.28510299921866,nan
56240.7747144,26.403114675139985,nan
56240.795147,29.552572043110917,nan
56240.81557969999,29.868339840140774,nan
56240.8360123,28.025891308340235,nan
56240.85644480001,27.141763803441258,nan
